Experiment_ID,Rxn_temp,Pd_mol%,Ligand_Name,Ligand_SMILES,Ligand_mol%,E-PR_AY,Ligand_SELFIES,E-PR_AY_shuffled,Ligand_Big_SMILES
99,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,30.34207093994632,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],29.977209237475822,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
100,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,28.08082476441904,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],27.655856047865484,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
101,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,25.291462101460127,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],33.807375235821326,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
102,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,27.230984386661017,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],0.9068965269923706,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
103,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,27.655856047865484,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],9.245818796052022,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
104,20.0,2.5,PoTol3,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C,3.8,28.4446668744987,[C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_3][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][C],0.0,{[$]C1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C}
105,22.37819480895996,2.5,P(nOct)3,CCCCCCCCP(CCCCCCCC)CCCCCCCC,6.800000000000001,6.794016128843881,[C][C][C][C][C][C][C][C][P][Branch1_1][Branch2_2][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C],2.3017958463141754,{[$]CCCCCCCP(CCCCCCCC)CCCCCCCC}
106,22.37819480895996,1.4,PallylPh2,C=CCP(C1=CC=CC=C1)C2=CC=CC=C2,2.4000000000000004,10.847310887284712,[C][=C][C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],65.69868379009843,{[$]=CCP(C1=CC=CC=C1)C2=CC=CC=C2}
107,22.37819480895996,3.8,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,2.8000000000000003,55.41119042986797,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],22.35365016147829,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
108,22.37819480895996,4.8,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,3.4000000000000004,59.09334675295926,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],27.710665202410272,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
109,22.37819480895996,4.7,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,7.6,54.82058430101041,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.3527513075014523,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
110,22.37819480895996,2.0,"PPh2(2,6-Me2-Ph)",CC1=C(C(=CC=C1)C)P(C2=CC=CC=C2)C3=CC=CC=C3,3.4000000000000004,35.208167618802015,[C][C][=C][Branch1_1][Branch2_3][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][C][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.2520247501578585,{[$]C1=C(C(=CC=C1)C)P(C2=CC=CC=C2)C3=CC=CC=C3}
111,22.37819480895996,1.3,P(C6F5)2Ph,C1=CC=C(C=C1)P(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F,2.2,1.8789477235398,[C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][P][Branch2_1][Ring1][Branch1_2][C][=C][Branch1_1][P][C][Branch1_2][=N][=C][Branch1_1][Branch2_2][C][Branch1_2][Branch1_1][=C][Ring1][Branch1_2][F][F][F][F][F][C][=C][Branch1_1][P][C][Branch1_2][=N][=C][Branch1_1][Branch2_2][C][Branch1_2][Branch1_1][=C][Ring1][Branch1_2][F][F][F][F][F],2.907443100034096,{[$]1=CC=C(C=C1)P(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F}
112,22.37819480895996,4.7,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,7.4,56.71068531530175,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.6050107022074324,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
113,27.856409072875977,4.2,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,6.4,63.61623498721166,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],2.762845322841733,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
114,27.856409072875977,1.7,Et-PhenCarPhos,CCP(CC)C1=CC=CC=C1N2C3=CC=CC=C3C4=CC=CC=C42,6.6000000000000005,1.592540090540913,[C][C][P][Branch1_1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][N][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][Ring1][=N],41.48203903752068,{[$]CP(CC)C1=CC=CC=C1N2C3=CC=CC=C3C4=CC=CC=C42}
115,27.856409072875977,1.7,"PPh (4-(2,2-(CF3)2-F7pent)-Ph)2",C1=CC=C(C=C1)P(C2=CC=C(C=C2)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)C3=CC=C(C=C3)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F,6.6000000000000005,38.193826913906015,[C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][P][Branch2_1][Branch1_1][Branch2_1][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][C][Branch2_1][Ring1][Branch1_3][C][Branch1_1][S][C][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F][C][=C][C][=C][Branch1_1][Branch1_1][C][=C][Ring1][Branch1_2][C][C][Branch2_1][Ring1][Branch1_3][C][Branch1_1][S][C][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][C][F][F][Branch1_1][Branch2_2][C][Branch1_1][C][F][Branch1_1][C][F][F][C][Branch1_1][C][F][Branch1_1][C][F][F],19.846607978727263,{[$]1=CC=C(C=C1)P(C2=CC=C(C=C2)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)C3=CC=C(C=C3)CC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F}
116,27.856409072875977,1.6,PnPr3,CCCP(CCC)CCC,6.2,0.0,[C][C][C][P][Branch1_1][Ring2][C][C][C][C][C][C],72.08473911418984,{[$]CCP(CCC)CCC}
117,27.856409072875977,4.4,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,7.0,66.81900793116813,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],5.132233035354402,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
118,27.856409072875977,3.9,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,6.6000000000000005,65.69868379009843,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],49.23465602618015,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
119,27.856409072875977,1.6,PCy2Ph,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3,6.4,0.0,[C][C][C][C][Branch1_1][Branch1_1][C][C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][C][C][C][C][C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.5327690025690154,{[$]1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3}
120,27.856409072875977,4.0,PhSPhos,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,6.0,66.10105230185984,[C][O][C][=C][Branch1_1][O][C][Branch1_2][Branch1_2][=C][C][=C][Ring1][Branch1_2][O][C][C][=C][C][=C][C][=C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][=C][C][=C][C][=C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],0.0,{[$]OC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4}
121,39.065860748291016,4.1,PCy2Ph,C1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3,2.2,27.710665202410272,[C][C][C][C][Branch1_1][Branch1_1][C][C][Ring1][Branch1_2][P][Branch1_1][Branch2_2][C][C][C][C][C][C][Ring1][Branch1_2][C][=C][C][=C][C][=C][Ring1][Branch1_2],63.43387934637158,{[$]1CCC(CC1)P(C2CCCCC2)C3=CC=CC=C3}
