index,SMILES,Fragments
275,c1ccc(cc1)c1c2ccccc2c(c2c1c(c1ccccc1)c1ccccc1c2c1ccccc1)c1ccccc1,
277,CCCCCCc1cc(sc1c1sc2c(c1)n(c1c2sc2c1n(c1c2sc(c1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C(C#N)C#N)[C@H](CCCCC)CC)C[C@H](CCCC)CC)c1sc(cc1CCCCCC)C=C(C#N)C#N,
278,CCCC[C@H](Cn1c2cc(sc2c2c1c1c(s2)c2c(n1C[C@H](CCCC)CC)cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCC)\C#N)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCC)\C#N)CC,
279,CCCC[C@H](Cn1c2cc(sc2c2c1c1c(s2)c2c(n1C[C@H](CCCC)CC)cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)CC,
280,Cc1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)c1ccc(c2c1non2)N(=O)=O,
281,N#CC(=Cc1ccc(c2c1non2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)C#N,
282,Cc1ccc(cc1)N(c1ccc(s1)c1ccc(c2c1non2)N(=O)=O)c1ccc(cc1)C,
283,CCCC[C@@H]([Ge@]1([C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(s1)[C]1c2c(C)cc(n2[B](n2c1c(C)cc2/C=C/c1ccc(s1)[C@H](CCCC)CC)(F)F)/C=C/c1ccc(s1)[C@H](CCCC)CC)c1ccc(s1)[C]1c2c(C)cc(n2[B](n2c1c(C)cc2/C=C/c1ccc(s1)[C@H](CCCC)CC)(F)F)/C=C/c1ccc(s1)[C@H](CCCC)CC)CC,
285,CCCC[C@@H](C[C@]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(s1)CCCCCC)CC,
286,CCCC[C@H](C(=O)n1c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1cc(c(s1)c1ccc(s1)CCCCCC)CCCCCC)c1c(F)cc(c2c1nsn2)c1cc(c(s1)c1ccc(s1)CCCCCC)CCCCCC)CC,
287,CCCCCCc1cc(sc1c1ccc(s1)CCCCCC)c1cc(F)c(c2c1nsn2)c1cc2c(s1)cc(s2)c1c(F)cc(c2c1nsn2)c1cc(c(s1)c1ccc(s1)CCCCCC)CCCCCC,
288,CCCCCCCCN1C(=O)c2c(C1=O)c(sc2c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC,
289,CCCCCCCCN1C(=O)c2c(C1=O)c(sc2c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)C=C(C#N)C#N)CCCCCCCC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)C=C(C#N)C#N)CCCCCCCC,
290,CCCCCCc1ccc(s1)c1ccc(s1)c1cc(F)c(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(cc1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC,
291,CCCCCCc1sc2c(c1)sc(c2)C1=C2CCC3N2[Zn@@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3c2cc3c(s2)cc(s3)CCCCCC)cc1)c1cc2c(s1)cc(s2)CCCCCC)C#Cc1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)C#CC1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3c2cc3c(s2)cc(s3)CCCCCC)cc1)c1cc2c(s1)cc(s2)CCCCCC)c1cc2c(s1)cc(s2)CCCCCC)C[C@@H](CCCC)CC,
292,CCCCCCCCN1C(=O)c2c(C1=O)c(sc2c1sc(cc1CCCCCCCC)c1ccc(s1)c1cc(c(s1)C=C(C#N)C#N)CCCCCCCC)c1sc(cc1CCCCCCCC)c1ccc(s1)c1cc(c(s1)C=C(C#N)C#N)CCCCCCCC,
293,CCCCCCCCN1C(=O)c2c(C1=O)c(sc2c1sc(cc1CCCCCCCC)c1ccc(s1)c1cc(c(s1)/C=C(/C(=O)OCCCCCCCC)\C#N)CCCCCCCC)c1sc(cc1CCCCCCCC)c1ccc(s1)c1cc(c(s1)/C=C(/C(=O)OCCCCCCCC)\C#N)CCCCCCCC,
294,CCCCCCCCCCCCOc1cc(OCCCCCCCCCCCC)cc(c1)C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3C#Cc2cc(OCCCCCC)c(cc2OCCCCCC)/C=C\2/SC(=S)N(C2=O)CC)cc1)c1cc(OCCCCCCCCCCCC)cc(c1)OCCCCCCCCCCCC)C#Cc1cc(OCCCCCC)c(cc1OCCCCCC)/C=C\1/SC(=S)N(C1=O)CC,
295,CCCCCCCCCCCCOc1ccc(cc1)C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3C#Cc2cc(OCCCCCC)c(cc2OCCCCCC)/C=C\2/SC(=S)N(C2=O)CC)cc1)c1ccc(cc1)OCCCCCCCCCCCC)C#Cc1cc(OCCCCCC)c(cc1OCCCCCC)/C=C\1/SC(=S)N(C1=O)CC,
296,CCCC[C@@H](C[C@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc1c3sc(cc3[C@@](c1c2)(C[C@@H](CCCC)CC)C[C@@H](CCCC)CC)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1cc2c(s1)c1c([C@@]2(C[C@H](CCCC)CC)C[C@H](CCCC)CC)cc2c(c1)[C@](C[C@@H](CCCC)CC)(C[C@@H](CCCC)CC)c1c2sc(c1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CC,
297,CCCCCCCCCCCCc1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)c1sc2c(c1)[C@@](c1c2cc2c(c1)c1c([C@@]2(C[C@@H](CCCC)CC)C[C@@H](CCCC)CC)cc(s1)c1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCCCCCCCC)(C[C@H](CCC)CC)C[C@H](CCCC)CC,
298,CCCCCCCCCCCCc1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1cc2c(s1)cc(s2)c1sc2c(c1)[C@](c1c2cc2c(c1)c1c([C@@]2(C[C@H](CCCC)CC)[C@@H](CCCC)CC)cc(s1)c1sc2c(c1)sc(c2)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCCCCCCCC)(C[C@@H](CCCC)CC)C[C@@H](CCCC)CC,
299,CCCCCCc1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(o1)c1sc2c(c1)[C@@](c1c2cc2c(c1)c1c([C@@]2(C[C@@H](CCCC)CC)C[C@@H](CCCC)CC)cc(s1)c1ccc(o1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCC)CC)C[C@H](CCCC)CC,
300,CCCCCCc1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc([se]1)c1sc2c(c1)[C@@](c1c2cc2c(c1)c1c([C@@]2(C[C@@H](CCCC)CC)C[C@@H](CCCC)CC)cc(s1)c1ccc([se]1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)(C[C@H](CCC)CC)C[C@H](CCCC)CC,
301,CCCCCCCCC(n1c2cc(sc2c2c1cc(s2)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)c1ccc(s1)CCCCCC)CCCCCCCC,
302,N#Cc1ccc(c2c1non2)c1ccc(s1)N(c1ccc(cc1)C)c1ccc(cc1)C,
303,CCCCCCCCC(n1c2cc(sc2c2c1cc(s2)c1c(F)c(F)c(c2c1nsn2)c1cc(c(s1)c1ccc(s1)c1ccc(s1)CCCCCC)C[C@@H](CCCC)CC)c1c(F)c(F)c(c2c1nsn2)c1cc(c(s1)c1ccc(s1)c1ccc(s1)CCCCCC)C[C@@H](CCCC)CC)CCCCCCCC,
304,CCCCCCc1cc(sc1C[C@H](CCCC)CC)c1c2cc(sc2c(c2c1sc(c2)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC)c1sc(c(c1)CCCCCC)C[C@@H](CCCC)CC)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC,
305,CCCCCCc1cc(sc1C[C@H](CCCC)CC)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)CCCCCC)c1sc(c(c1)CCCCCC)C[C@@H](CCCC)CC)c1ccc(s1)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)CCCCCC,
306,CCCCCCc1cc(sc1C[C@H](CCCC)CC)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)CCCCCC)c1sc(c(c1)CCCCCC)C[C@@H](CCCC)CC)c1ccc(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)CCCCCC,
307,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)OC[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)CC,
309,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)OC[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)CC,
311,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)OC[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)CC,
313,CCCC[C@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1sc2c(c1)sc(c2)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)CCCCCCCC)c1ccc(s1)C[C@H](CCCC)CC)c1cc(c(s1)c1sc2c(c1)sc(c2)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)CCCCCCCC)CC,
314,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1cc2c(s1)cc(s2)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)c1ccc(s1)C[C@H](CCCC)CC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1cc2c(s1)cc(s2)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N)CC,
315,CCCCCCCC[C@H](n1c2cc(sc2c2c1cc(s2)c1cc(c(s1)c1cc(c(s1)C=C(C#N)C#N)CCCCCC)CCCCCC)c1cc(c(s1)c1cc(c(s1)C=C(C#N)C#N)CCCCCC)CCCCCC)CCCCCC,
316,N#Cc1ccc(c2c1non2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,
317,N#Cc1ccc(c2c1nsn2)c1ccc(s1)N(c1ccc(cc1)C)c1ccc(cc1)C,
318,N#Cc1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,
319,CCCC[C@@H](Cn1c2cc(sc2c2c1cc(s2)c1sc2c(c1)n(c1c2sc(c1)C=C1C(=O)c2c(C1=O)cccc2)C[C@H](CCCC)CC)c1sc2c(c1)n(c1c2sc(c1)C=C1C(=O)c2c(C1=O)cccc2)C[C@H](CCCC)CC)CC,
320,CCCCCCc1cc(sc1C[C@H](CCCC)CC)c1c2cc(sc2c(c2c1sc(c2)c1cnc(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)CCCCCC)c1sc(c(c1)CCCCCC)C[C@@H](CCCC)CC)c1cnc(c2c1nc(CCCC)c(n2)CCCC)c1ccc(s1)c1ccc(s1)CCCCCC,
321,CCCC[C@@H](C[Si]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)SCCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)SCCCCCC)CC,
322,CCCC[C@@H](CSc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)SCCCCCC)c1ccc(s1)SC[C@H](CCCC)CC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)SCCCCCC)CC,
323,CCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)C#Cc1ccc(cc1)N(c1ccc3c(c1)C(CC)(CC)c1c3cccc1)c1ccc3c(c1)C(CC)(CC)c1c3cccc1)c(=O)n(c2c1ccc(s1)C#Cc1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)C[C@@H](CCCCCC)CCCC)CCCC,
324,CCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)C#Cc1ccc3c(c1)ccc(c3)N(c1ccc3c(c1)C(CC)(CC)c1c3cccc1)c1ccc3c(c1)C(CC)(CC)c1c3cccc1)c(=O)n(c2c1ccc(s1)C#Cc1ccc2c(c1)ccc(c2)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)C[C@@H](CCCCCC)CCCC)CCCC,
325,CCCCCCCCCC[C@H](C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3C#Cc2sc(c(c2)CCCCCC)c2ccc(s2)c2sc(cc2CCCCCC)/C=C/2\SC(=S)N(C2=O)CC)cc1)[C@@H](CCCCCCCCCC)CCCCCCCC)C#Cc1sc(c(c1)CCCCCC)c1ccc(s1)c1sc(cc1CCCCCC)/C=C/1\SC(=S)N(C1=O)CC)CCCCCCCC,
326,CCCCCCCCCC[C@H](C1=C2CCC3N2[Zn@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3C#Cc2sc(c(c2)CCCCCC)c2ccc(s2)c2sc(cc2CCCCCC)/C=C/2\SC(N(C2=O)CC)[C](C#N)C#N)cc1)[C@@H](CCCCCCCCCC)CCCCCCCC)C#Cc1sc(c(c1)CCCCCC)c1ccc(s1)c1sc(cc1CCCCCC)[CH]C1SC(=C(C#N)C#N)N(C1=O)CC)CCCCCCCC,
327,CCCC[C@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1sc(c2c1sc(c2)CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(c2c1sc(c2)CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CC,
328,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC)c1ccc2c(c1)n(C[C@H](CCCC)CC)c1c2n(C[C@@H](CCCC)CC)c2c1cc(cc2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC,
329,CCCC[C@@H](C[Si@]1(C[C@H](CCCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(s1)[C]1c2c(C)cc(n2[B](n2c1c(C)cc2/C=C/c1ccc(s1)C[C@@H](CCCC)CC)(F)F)/C=C/c1ccc(s1)C[C@@H](CCCC)CC)c1ccc(s1)[C]1c2c(C)cc(n2[B](n2c1c(C)cc2/C=C/c1ccc(s1)C[C@@H](CCCC)CC)(F)F)/C=C/c1ccc(s1)C[C@@H](CCCC)CC)CC,
330,CCCCN1c2ccccc2C(/C/1=C\[C]1C(=O)[C](C1=O)c1c(O)cc(cc1O)N1c2ccccc2[C@H]2[C@H]1CCC2)(C)C,
331,CCCCN1C(SC2C1CCCC2)/C=C/1\C(=O)[C](C1=O)c1c(O)cc(cc1O)N1c2ccccc2[C@H]2[C@H]1CCC2,
332,CCCC[C@@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccccc1)c1ccc(s1)C[C@H](CCCC)CC)c1ccc2c(c1)C(C)(C)[C@@H](N2CCCC)/C=C\1/C(=C(C1=O)c1c(O)cc(cc1O)N1c2ccccc2[C@H]2[C@H]1CCC2)O)CC,
333,CCCC[C@@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1ccc2c(c1)C(C)(C)[C@@H](N2CCCC)/C=C\1/C(=C(C1=O)c1c(O)cc(cc1O)N1c2ccccc2[C@H]2[C@H]1CCC2)O)c1ccc(s1)C[C@H](CCCC)CC)c1ccc2c(c1)C(C)(C)[C@@H](N2CCCC)/C=C\1/C(=C(C1=O)c1c(O)cc(cc1O)N1c2ccccc2[C@H]2[C@H]1CCC2)O)CC,
334,CCCCCCCCc1cc(sc1C#Cc1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC)c1sc(c(c1)CCCCCCCC)C#Cc1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@@H](CCCC)CC,
335,CCCCCCCCCCCCCCCCc1ccc(s1)c1ccc(s1)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)c1ccccc1,
336,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1sc2c(c1)n(c1c2sc(c1)C=C1C(=O)c2c(C1=O)cccc2)C[C@H](CCCC)CC)OC[C@@H](CCCC)CC)c1sc2c(c1)n(c1c2sc(c1)C=C1C(=O)c2c(C1=O)cccc2)C[C@H](CCCC)CC)CC,
337,Cc1ccc(cc1)N1c2ccc(cc2[C@H]2[C@H]1CCC2)[C]1C(=O)[C](C1=O)c1c(O)cc(cc1O)N1[C@@H]2CCC[C@H]2c2c1ccc1c2cccc1,
338,CCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)C#Cc1c3ccccc3c(c3c1cccc3)C#Cc1sccc1CCCCCCCCCCCC)c(=O)n(c2c1ccc(s1)C#Cc1c2ccccc2c(c2c1cccc2)C#Cc1sccc1CCCCCCCCCCCC)C[C@H](CCCCCC)CCCC)CCCC,
339,CCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)C#Cc1ccc(cc1)C#Cc1c3ccccc3c(c3c1cccc3)C#Cc1sccc1CCCCCCCCCCCC)c(=O)n(c2c1ccc(s1)C#Cc1ccc(cc1)C#Cc1c2ccccc2c(c2c1cccc2)C#Cc1sccc1CCCCCCCCCCCC)C[C@H](CCCCCC)CCCC)CCCC,
340,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C/1\C(=O)c2c([C]1C1=[S]C(=S)N(C1=O)CC)cccc2)c1sc(cc1CCCCCCCC)[CH][C]1C(=O)c2c([C]1C1=[S]C(=S)N(C1=O)CC)cccc2,
341,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C\1/[C](C2=[S]C(=S)N(C2=O)CC)c2c(C1=O)cccc2)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)[CH][C]1[C](C2=[S]C(=S)N(C2=O)CC)c2c(C1=O)cccc2,
342,CCCC[C@H](Cc1ccc(s1)c1c2c(sc3c2sc(c3)c2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@H](CCCC)CC)c(c2c1sc1c2sc(c1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)CC,
343,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
344,CCCC[C@H](Cc1ccc(s1)c1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)C[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
345,CCCCCCCCc1ccc(s1)C1Cc2c(S1)c1sc(cc1c1c2nc2c(c3ccc(s3)CCCCCCCC)c3nc4c(nc3c(c2n1)c1ccc(s1)CCCCCCCC)c1CC(=[S]c1c1c4cc(s1)c1ccc(s1)CCCCCCCC)c1ccc(s1)CCCCCCCC)c1ccc(s1)CCCCCCCC,
346,CCCCCCCCc1ccc(s1)c1ccc(s1)c1c2nc3c(nc2c(c2c1nc1c(n2)c2CC(Sc2c2c1cc(s2)c1ccc(s1)c1ccc(s1)CCCCCCCC)c1ccc(s1)c1ccc(s1)CCCCCCCC)c1ccc(s1)c1ccc(s1)CCCCCCCC)c1CC(Sc1c1c3cc(s1)c1scc(c1)c1ccc(s1)CCCCCCCC)c1ccc(s1)c1ccc(s1)CCCCCCCC,
347,CCCCCCn1c(=O)c2c(c1c1ccc(cc1)c1cc3c(s1)/C(=C\1/c4sccc4N(C1=O)C[C@@H](CCCC)CC)/C(=O)N3C[C@@H](CCCC)CC)c(=O)n(c2c1ccc(cc1)c1cc2c(s1)/C(=C\1/c3sccc3N(C1=O)C[C@@H](CCCC)CC)/C(=O)N2C[C@@H](CCCC)CC)CCCCCC,
348,CCCCCCn1c(=O)c2c(c1c1ccc(s1)c1ccc3c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/3=C/1\c3ccccc3N(C1=O)C[C@@H](CCCC)CC)c(=O)n(c2c1ccc(s1)c1ccc2c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/2=C/1\c2ccccc2N(C1=O)C[C@@H](CCCC)CC)CCCCCC,
349,CCCCCCn1c(=O)c2c(c1c1ccc(cc1)c1ccc3c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/3=C\1/c3ccccc3N(C1=O)C[C@@H](CCCC)CC)c(=O)n(c2c1ccc(cc1)c1ccc2c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/2=C/1\c2ccccc2N(C1=O)C[C@@H](CCCC)CC)CCCCCC,
350,CCCCCCn1c(=O)c2c(c1c1ccc(s1)c1ccc3c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/3=C/1\c3sccc3N(C1=O)C[C@@H](CCCC)CC)c(=O)n(c2c1ccc(s1)c1ccc2c(c1)N(C[C@@H](CCCC)CC)C(=O)/C/2=C/1\c2sccc2N(C1=O)C[C@@H](CCCC)CC)CCCCCC,
351,CCCCCCN(c1cc(O)c(c(c1)O)[C]1C(=O)[C](C1=O)c1c(O)cc(cc1O)N(CCCCCC)CCCCCC)CCCCCC,
352,CCCC[C@H](Cc1ccc(s1)c1cc2c(c3c1cc(s3)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)cc(c1c2sc(c1)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)c1ccc(s1)C[C@H](CCCC)CC)CC,
353,CCCC[C@@H](Cc1ccc(cc1)c1cc2c(c3c1cc(s3)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)cc(c1c2sc(c1)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)c1ccc(cc1)C[C@H](CCCC)CC)CC,
354,O=C1C(=Cc2ccc(cc2)N(C)C)C(=O)c2c1c(ccc2C#Cc1ccc(cc1)N(C)C)C#Cc1ccc(cc1)N(C)C,
355,CN(c1ccc(cc1)/C=C/C=C1C(=O)c2c(C1=O)c(ccc2c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C,
356,CCCC[C@@H](COc1ccc(cc1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(cc1)OC[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
357,CCCC[C@@H](CSc1ccc(cc1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(cc1)SC[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,
